FromAddress,ToCity,ToState,PackageSize,Cost,ShippingTimeDays,Service
Boise,Marble Falls,TX,Size L,15.25,3,UPS® Ground
Boise,San Diego,CA,Size L,14.1,2,UPS® Ground
Boise,Tampa,FL,Size L,17.29,5,UPS® Ground
Boise,Jacksonville,FL,Size L,17.29,5,UPS® Ground
Boise,Louisville,KY,Size L,16.29,4,UPS® Ground
Boise,Marietta,GA,Size L,17.29,4,UPS® Ground
Boise,Raleigh,NC,Size L,17.29,5,UPS® Ground
Boise,Fort Worth,TX,Size L,15.25,3,UPS® Ground
Boise,Oklahoma City,OK,Size L,15.25,3,UPS® Ground
Boise,Chesapeake,VA,Size L,17.29,5,UPS® Ground
Boise,Dallas,TX,Size L,15.25,3,UPS® Ground
Boise,Denver,CO,Size L,14.1,2,UPS® Ground
Boise,Miami,FL,Size L,17.29,5,UPS® Ground
Boise,Omaha,NE,Size L,15.25,3,UPS® Ground
Boise,Pittsburgh,PA,Size L,17.29,4,UPS® Ground
Boise,Portland,OR,Size L,8.73,2,UPS® Ground
Boise,San Francisco,CA,Size L,10.54,2,UPS® Ground
Boise,San Jose,CA,Size L,8.73,2,UPS® Ground
Boise,Tucson,AZ,Size L,14.1,3,UPS® Ground
Boise,Virginia Beach,VA,Size L,17.29,5,UPS® Ground
Boise,Albuquerque,NM,Size L,14.1,3,UPS® Ground
Boise,Canton,GA,Size L,16.29,4,UPS® Ground
Boise,Gilbert,AZ,Size L,14.1,3,UPS® Ground
Boise,Kansas City,MO,Size L,15.25,3,UPS® Ground
Boise,Nashville,TN,Size L,16.29,4,UPS® Ground
Boise,Saint Louis,MO,Size L,15.25,3,UPS® Ground
Boise,Seattle,WA,Size L,8.73,2,UPS® Ground
Boise,Boise,ID,Size L,7.95,1,UPS® Ground
Boise,Indianapolis,IN,Size L,16.29,4,UPS® Ground
Boise,Knoxville,TN,Size L,16.29,4,UPS® Ground
Boise,Reno,NV,Size L,8.73,1,UPS® Ground
Boise,Rochester,NY,Size L,17.29,5,UPS® Ground
Boise,Bismarck,ND,Size L,14.1,3,UPS® Ground
Boise,Columbia,MO,Size L,15.25,3,UPS® Ground
Boise,Franklin,TN,Size L,16.29,4,UPS® Ground
Boise,Los Angeles,CA,Size L,14.1,2,UPS® Ground
Boise,Mesa,AZ,Size L,14.1,3,UPS® Ground
Boise,Milwaukee,WI,Size L,16.29,4,UPS® Ground
Boise,Abbeville,LA,Size L,16.29,4,UPS® Ground
Boise,Abbot,ME,Size L,17.29,5,UPS® Ground
Boise,Abingdon,MD,Size L,17.29,4,UPS® Ground
Boise,Accord,NY,Size L,17.29,,UPS® Ground
Boise,Acton,CA,Size L,8.73,3,UPS® Ground
Boise,Acton,MA,Size L,17.29,5,UPS® Ground
Boise,Acton,ME,Size L,17.29,,UPS® Ground
Boise,Acworth,GA,Size L,16.29,4,UPS® Ground
Boise,Ada,MI,Size L,16.29,,UPS® Ground
Boise,Ada,OK,Size L,15.25,3,UPS® Ground
Boise,Adams,MA,Size L,17.29,5,UPS® Ground
Boise,Adams Run,SC,Size L,17.29,,UPS® Ground
Boise,Adamsville,TN,Size L,16.29,,UPS® Ground
Boise,Adel,GA,Size L,17.29,4,UPS® Ground
Boise,Adirondack,NY,Size L,17.29,,UPS® Ground
Boise,Adrian,MO,Size L,15.25,,UPS® Ground
Boise,Advance,NC,Size L,17.29,5,UPS® Ground
Boise,Affton,MO,Size L,15.25,3,UPS® Ground
Boise,Afton,NY,Size L,17.29,,UPS® Ground
Boise,Ahwahnee,CA,Size L,8.73,,UPS® Ground
Boise,Alabaster,AL,Size L,16.29,4,UPS® Ground
Boise,Alamo,CA,Size L,8.73,,UPS® Ground
Boise,Alapaha,GA,Size L,17.29,,UPS® Ground
Boise,Alba,TX,Size L,15.25,,UPS® Ground
Chicago,Brooklyn,NY,Size L,14.1,2,UPS® Ground
Chicago,Houston,TX,Size L,15.25,3,UPS® Ground
Chicago,Phoenix,AZ,Size L,16.29,3,UPS® Ground
Chicago,San Antonio,TX,Size L,15.25,3,UPS® Ground
Chicago,Chicago,IL,Size L,7.95,1,UPS® Ground
Chicago,Austin,TX,Size L,14.1,2,UPS® Ground
Chicago,Charlotte,NC,Size L,14.1,2,UPS® Ground
Chicago,New York,NY,Size L,14.1,2,UPS® Ground
Chicago,Atlanta,GA,Size L,14.1,2,UPS® Ground
Chicago,Orlando,FL,Size L,15.25,2,UPS® Ground
Chicago,Las Vegas,NV,Size L,16.29,3,UPS® Ground
Chicago,Colorado Springs,CO,Size L,14.1,2,UPS® Ground
Chicago,Marble Falls,TX,Size L,14.1,2,UPS® Ground
Chicago,San Diego,CA,Size L,16.29,3,UPS® Ground
Chicago,Tampa,FL,Size L,14.1,2,UPS® Ground
Chicago,Jacksonville,FL,Size L,14.1,2,UPS® Ground
Chicago,Louisville,KY,Size L,8.37,2,UPS® Ground
Chicago,Marietta,GA,Size L,14.1,2,UPS® Ground
Chicago,Raleigh,NC,Size L,14.1,2,UPS® Ground
Chicago,Fort Worth,TX,Size L,14.1,2,UPS® Ground
Chicago,Oklahoma City,OK,Size L,14.1,2,UPS® Ground
Chicago,Chesapeake,VA,Size L,14.1,3,UPS® Ground
Chicago,Dallas,TX,Size L,14.1,2,UPS® Ground
Chicago,Denver,CO,Size L,14.1,2,UPS® Ground
Chicago,Miami,FL,Size L,15.25,3,UPS® Ground
Chicago,Omaha,NE,Size L,8.73,2,UPS® Ground
Chicago,Pittsburgh,PA,Size L,8.73,2,UPS® Ground
Chicago,Portland,OR,Size L,16.29,3,UPS® Ground
Chicago,San Francisco,CA,Size L,17.29,4,UPS® Ground
Chicago,San Jose,CA,Size L,17.29,4,UPS® Ground
Chicago,Tucson,AZ,Size L,16.29,3,UPS® Ground
Chicago,Virginia Beach,VA,Size L,14.1,3,UPS® Ground
Chicago,Albuquerque,NM,Size L,15.25,4,UPS® Ground
Chicago,Canton,GA,Size L,14.1,2,UPS® Ground
Chicago,Gilbert,AZ,Size L,16.29,3,UPS® Ground
Chicago,Kansas City,MO,Size L,8.73,2,UPS® Ground
Chicago,Nashville,TN,Size L,8.73,2,UPS® Ground
Chicago,Saint Louis,MO,Size L,8.73,1,UPS® Ground
Chicago,Seattle,WA,Size L,16.29,4,UPS® Ground
Chicago,Boise,ID,Size L,16.29,3,UPS® Ground
Chicago,Indianapolis,IN,Size L,8.37,1,UPS® Ground
Chicago,Knoxville,TN,Size L,8.73,2,UPS® Ground
Chicago,Reno,NV,Size L,16.29,3,UPS® Ground
Chicago,Rochester,NY,Size L,8.73,2,UPS® Ground
Chicago,Bismarck,ND,Size L,14.1,3,UPS® Ground
Chicago,Columbia,MO,Size L,8.73,2,UPS® Ground
Chicago,Franklin,TN,Size L,8.73,2,UPS® Ground
Chicago,Los Angeles,CA,Size L,16.29,3,UPS® Ground
Chicago,Mesa,AZ,Size L,16.29,3,UPS® Ground
Chicago,Milwaukee,WI,Size L,7.95,1,UPS® Ground
Chicago,Abbeville,LA,Size L,14.1,3,UPS® Ground
Chicago,Abbot,ME,Size L,14.1,3,UPS® Ground
Chicago,Abingdon,MD,Size L,14.1,2,UPS® Ground
Chicago,Accord,NY,Size L,14.1,,UPS® Ground
Chicago,Acton,CA,Size L,16.29,3,UPS® Ground
Chicago,Acton,MA,Size L,14.1,3,UPS® Ground
Chicago,Acton,ME,Size L,14.1,,UPS® Ground
Chicago,Acworth,GA,Size L,14.1,2,UPS® Ground
Chicago,Ada,MI,Size L,7.95,,UPS® Ground
Chicago,Ada,OK,Size L,14.1,2,UPS® Ground
Chicago,Adams,MA,Size L,14.1,3,UPS® Ground
Chicago,Adams Run,SC,Size L,14.1,,UPS® Ground
Chicago,Adamsville,TN,Size L,8.73,,UPS® Ground
Chicago,Adel,GA,Size L,14.1,2,UPS® Ground
Chicago,Adirondack,NY,Size L,14.1,,UPS® Ground
Chicago,Adrian,MO,Size L,8.73,,UPS® Ground
Chicago,Advance,NC,Size L,8.73,2,UPS® Ground
Chicago,Affton,MO,Size L,8.73,1,UPS® Ground
Chicago,Afton,NY,Size L,14.1,,UPS® Ground
Chicago,Ahwahnee,CA,Size L,16.29,,UPS® Ground
Chicago,Alabaster,AL,Size L,8.73,2,UPS® Ground
Chicago,Alamo,CA,Size L,17.29,,UPS® Ground
Chicago,Alapaha,GA,Size L,14.1,,UPS® Ground
Chicago,Alba,TX,Size L,14.1,,UPS® Ground
Columbus,Brooklyn,NY,Size L,14.1,2,UPS® Ground
Columbus,Houston,TX,Size L,15.25,3,UPS® Ground
Columbus,Phoenix,AZ,Size L,16.29,4,UPS® Ground
Columbus,San Antonio,TX,Size L,16.29,3,UPS® Ground
Columbus,Chicago,IL,Size L,8.73,1,UPS® Ground
Columbus,Austin,TX,Size L,15.25,2,UPS® Ground
Columbus,Charlotte,NC,Size L,8.73,2,UPS® Ground
Columbus,New York,NY,Size L,8.73,2,UPS® Ground
Columbus,Atlanta,GA,Size L,8.73,2,UPS® Ground
Columbus,Orlando,FL,Size L,14.1,2,UPS® Ground
Columbus,Las Vegas,NV,Size L,17.29,3,UPS® Ground
Columbus,Colorado Springs,CO,Size L,15.25,3,UPS® Ground
Columbus,Marble Falls,TX,Size L,15.25,2,UPS® Ground
Columbus,San Diego,CA,Size L,17.29,3,UPS® Ground
Columbus,Tampa,FL,Size L,14.1,2,UPS® Ground
Columbus,Jacksonville,FL,Size L,14.1,2,UPS® Ground
Columbus,Louisville,KY,Size L,8.37,1,UPS® Ground
Columbus,Marietta,GA,Size L,8.73,2,UPS® Ground
Columbus,Raleigh,NC,Size L,8.73,2,UPS® Ground
Columbus,Fort Worth,TX,Size L,14.1,2,UPS® Ground
Columbus,Oklahoma City,OK,Size L,14.1,3,UPS® Ground
Columbus,Chesapeake,VA,Size L,8.73,2,UPS® Ground
Columbus,Dallas,TX,Size L,14.1,2,UPS® Ground
Columbus,Denver,CO,Size L,16.29,3,UPS® Ground
Columbus,Miami,FL,Size L,15.25,2,UPS® Ground
Columbus,Omaha,NE,Size L,14.1,2,UPS® Ground
Columbus,Pittsburgh,PA,Size L,8.37,1,UPS® Ground
Columbus,Portland,OR,Size L,17.29,3,UPS® Ground
Columbus,San Francisco,CA,Size L,17.29,4,UPS® Ground
Columbus,San Jose,CA,Size L,17.29,4,UPS® Ground
Columbus,Tucson,AZ,Size L,16.29,4,UPS® Ground
Columbus,Virginia Beach,VA,Size L,8.73,2,UPS® Ground
Columbus,Albuquerque,NM,Size L,15.25,4,UPS® Ground
Columbus,Canton,GA,Size L,8.73,2,UPS® Ground
Columbus,Gilbert,AZ,Size L,16.29,4,UPS® Ground
Columbus,Kansas City,MO,Size L,14.1,2,UPS® Ground
Columbus,Nashville,TN,Size L,8.73,2,UPS® Ground
Columbus,Saint Louis,MO,Size L,8.73,2,UPS® Ground
Columbus,Seattle,WA,Size L,17.29,4,UPS® Ground
Columbus,Boise,ID,Size L,16.29,3,UPS® Ground
Columbus,Indianapolis,IN,Size L,8.37,1,UPS® Ground
Columbus,Knoxville,TN,Size L,8.37,2,UPS® Ground
Columbus,Reno,NV,Size L,17.29,3,UPS® Ground
Columbus,Rochester,NY,Size L,8.73,2,UPS® Ground
Columbus,Bismarck,ND,Size L,14.1,3,UPS® Ground
Columbus,Columbia,MO,Size L,8.73,2,UPS® Ground
Columbus,Franklin,TN,Size L,8.73,2,UPS® Ground
Columbus,Los Angeles,CA,Size L,17.29,3,UPS® Ground
Columbus,Mesa,AZ,Size L,16.29,4,UPS® Ground
Columbus,Milwaukee,WI,Size L,8.73,2,UPS® Ground
Columbus,Abbeville,LA,Size L,14.1,3,UPS® Ground
Columbus,Abbot,ME,Size L,14.1,2,UPS® Ground
Columbus,Abingdon,MD,Size L,8.73,2,UPS® Ground
Columbus,Accord,NY,Size L,8.73,,UPS® Ground
Columbus,Acton,CA,Size L,17.29,3,UPS® Ground
Columbus,Acton,MA,Size L,14.1,2,UPS® Ground
Columbus,Acton,ME,Size L,14.1,,UPS® Ground
Columbus,Acworth,GA,Size L,8.73,2,UPS® Ground
Columbus,Ada,MI,Size L,8.37,,UPS® Ground
Columbus,Ada,OK,Size L,14.1,3,UPS® Ground
Columbus,Adams,MA,Size L,8.73,2,UPS® Ground
Columbus,Adams Run,SC,Size L,8.73,,UPS® Ground
Columbus,Adamsville,TN,Size L,8.73,,UPS® Ground
Columbus,Adel,GA,Size L,8.73,2,UPS® Ground
Columbus,Adirondack,NY,Size L,8.73,,UPS® Ground
Columbus,Adrian,MO,Size L,14.1,,UPS® Ground
Columbus,Advance,NC,Size L,8.37,2,UPS® Ground
Columbus,Affton,MO,Size L,8.73,2,UPS® Ground
Columbus,Afton,NY,Size L,8.73,,UPS® Ground
Columbus,Ahwahnee,CA,Size L,17.29,,UPS® Ground
Columbus,Alabaster,AL,Size L,8.73,2,UPS® Ground
Columbus,Alamo,CA,Size L,17.29,,UPS® Ground
Columbus,Alapaha,GA,Size L,8.73,,UPS® Ground
Columbus,Alba,TX,Size L,14.1,,UPS® Ground
Dallas,Brooklyn,NY,Size L,15.25,3,UPS® Ground
Dallas,Houston,TX,Size L,8.37,1,UPS® Ground
